Date,Day,Cat.Id,Household.Id,Name,Breed,Age,Sex,Other.Cats,Desexed,Microchipped,Overall.Bark.points,Health.Index,Calories,Sleep.score,kms,Activity.Index,Play,Active,Rest,Notes,Activity.Total
44468,Wednesday,1,1,Tia,Burmese,1,F,0,1,,6595,74,305,85,4.39,124,43,591,806,,1440
44469,Thursday,1,1,Tia,Burmese,1,F,0,1,,5707,75,282,68,3.8,101,40,603,797,,1440
44470,Friday,1,1,Tia,Burmese,1,F,0,1,,5761,73,283,69,3.83,102,25,647,768,,1440
44471,Saturday,1,1,Tia,Burmese,1,F,0,1,,5650,74,280,78,3.77,99,30,637,773,,1440
44473,Monday,1,1,Tia,Burmese,1,F,0,1,,6161,74,293,65,4.1,108,36,606,798,,1440
44474,Tuesday,1,1,Tia,Burmese,1,F,0,1,,4659,73,254,81,3.11,81,15,557,868,,1440
44475,Wednesday,1,1,Tia,Burmese,1,F,0,1,,5951,72,288,75,3.96,105,20,645,774,,1439
44476,Thursday,1,1,Tia,Burmese,1,F,0,1,,4644,72,254,88,3.09,82,26,525,889,,1440
44477,Friday,1,1,Tia,Burmese,1,F,0,1,,5828,72,287,84,3.93,106,24,677,738,,1439
44478,Saturday,1,1,Tia,Burmese,1,F,0,1,,4839,72,259,82,3.22,86,19,623,798,,1440
44479,Sunday,1,1,Tia,Burmese,1,F,0,1,,4933,71,261,84,3.28,89,23,615,802,,1440
44480,Monday,1,1,Tia,Burmese,1,F,0,1,,5141,71,267,85,3.43,93,34,553,853,,1440
44481,Tuesday,1,1,Tia,Burmese,1,F,0,1,,5532,70,277,70,3.68,101,29,596,815,,1440
44482,Wednesday,1,1,Tia,Burmese,1,F,0,1,,5805,73,284,85,3.86,106,40,581,818,,1439
44483,Thursday,1,1,Tia,Burmese,1,F,0,1,,5223,73,269,72,3.48,95,24,616,800,,1440
44484,Friday,1,1,Tia,Burmese,1,F,0,1,,6173,73,294,85,4.1,112,40,608,791,,1439
44485,Saturday,1,1,Tia,Burmese,1,F,0,1,,5445,73,275,84,3.62,98,29,593,818,,1440
44486,Sunday,1,1,Tia,Burmese,1,F,0,1,,5834,73,285,78,3.88,105,30,641,769,,1440
44487,Monday,1,1,Tia,Burmese,1,F,0,1,,5053,72,264,87,3.36,91,20,604,815,,1439
44488,Tuesday,1,1,Tia,Burmese,1,F,0,1,,5206,71,268,83,3.46,94,32,601,807,,1440
44489,Wednesday,1,1,Tia,Burmese,1,F,0,1,,4557,71,251,80,3.02,82,24,522,894,,1440
44490,Thursday,1,1,Tia,Burmese,1,F,0,1,,5303,71,271,82,3.52,97,18,657,765,,1440
44491,Friday,1,1,Tia,Burmese,1,F,0,1,,5054,71,264,83,3.36,92,20,673,746,,1439
44492,Saturday,1,1,Tia,Burmese,1,F,0,1,,5138,71,267,84,3.43,94,20,630,789,,1439
44493,Sunday,1,1,Tia,Burmese,1,F,0,1,,4923,71,261,85,3.28,90,14,628,797,,1439
44070,Thursday,2,2,Harri,Domestic,5,F,0,1,,3044,64,201,90,2,87,5,490,945,,1440
44071,Friday,2,2,Harri,Domestic,5,F,0,1,,3344,64,209,90,2.19,98,5,549,886,,1440
44072,Saturday,2,2,Harri,Domestic,5,F,0,1,,4951,67,249,88,3.25,145,5,687,748,,1440
44073,Sunday,2,2,Harri,Domestic,5,F,0,1,,3955,67,224,82,2.59,110,4,578,858,,1440
44074,Monday,2,2,Harri,Domestic,5,F,0,1,,3165,66,204,86,2.08,87,7,491,942,,1440
44075,Tuesday,2,2,Harri,Domestic,5,F,0,1,,3141,64,204,91,2.06,88,5,528,907,,1440
44076,Wednesday,2,2,Harri,Domestic,5,F,0,1,,4427,67,236,91,2.9,125,5,648,787,,1440
44077,Thursday,2,2,Harri,Domestic,5,F,0,1,,2945,66,199,87,1.93,82,6,471,963,,1440
44078,Friday,2,2,Harri,Domestic,5,F,0,1,,4087,66,228,91,2.69,115,5,576,859,,1440
44079,Saturday,2,2,Harri,Domestic,5,F,0,1,,4501,67,238,89,2.95,125,5,631,804,,1440
44080,Sunday,2,2,Harri,Domestic,5,F,0,1,,3906,67,223,88,2.56,107,5,578,857,,1440
44081,Monday,2,2,Harri,Domestic,5,F,0,1,,2887,65,197,88,1.9,79,9,564,867,,1440
44082,Tuesday,2,2,Harri,Domestic,5,F,0,1,,3347,64,209,80,2.19,92,2,537,901,,1440
44083,Wednesday,2,2,Harri,Domestic,5,F,0,1,,2994,64,200,80,1.96,83,6,579,855,,1440
44084,Thursday,2,2,Harri,Domestic,5,F,0,1,,3100,64,203,89,2.03,87,4,545,891,,1440
44085,Friday,2,2,Harri,Domestic,5,F,0,1,,3472,65,212,75,2.29,98,2,623,815,,1440
44086,Saturday,2,2,Harri,Domestic,5,F,0,1,,3372,66,210,80,2.2,95,9,502,929,,1440
44087,Sunday,2,2,Harri,Domestic,5,F,0,1,,3993,67,225,85,2.62,113,12,582,846,,1440
44088,Monday,2,2,Harri,Domestic,5,F,0,1,,3877,67,222,75,2.54,109,11,590,839,,1440
44089,Tuesday,2,2,Harri,Domestic,5,F,0,1,,2957,66,199,85,1.95,83,8,532,900,,1440
44090,Wednesday,2,2,Harri,Domestic,5,F,0,1,,4297,67,233,77,2.82,121,8,677,755,,1440
44091,Thursday,2,2,Harri,Domestic,5,F,0,1,,3004,67,200,73,1.96,84,7,473,960,,1440
44092,Friday,2,2,Harri,Domestic,5,F,0,1,,3349,65,209,89,2.19,94,2,579,859,,1440
44093,Saturday,2,2,Harri,Domestic,5,F,0,1,,4020,67,226,36,2.64,113,7,682,751,,1440
44094,Sunday,2,2,Harri,Domestic,5,F,0,1,,2755,66,194,87,1.8,77,1,533,906,,1440
44095,Monday,2,2,Harri,Domestic,5,F,0,1,,3662,65,217,77,2.4,103,7,598,835,,1440
44096,Tuesday,2,2,Harri,Domestic,5,F,0,1,,2765,65,194,82,1.82,76,0,485,955,,1440
43982,Sunday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3991,65,254,82,2.72,100,25,530,854,,1409
43983,Monday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3165,66,231,88,2.16,79,16,485,939,,1440
43984,Tuesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3707,65,246,89,2.53,97,18,601,821,,1440
43985,Wednesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3204,65,232,88,2.19,84,12,512,916,,1440
43987,Friday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3717,67,247,82,2.53,99,21,530,889,,1440
43988,Saturday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3939,67,253,80,2.69,105,23,543,874,,1440
43989,Sunday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,2507,65,212,83,1.71,67,8,481,951,,1440
43990,Monday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4845,66,278,67,3.3,133,23,622,790,,1435
43991,Tuesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4134,67,258,80,2.82,110,19,561,860,,1440
43992,Wednesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3219,67,232,85,2.19,85,15,510,942,,1467
43993,Thursday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4080,66,257,86,2.78,109,23,507,910,,1440
43994,Friday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3379,67,237,84,2.3,90,19,495,926,,1440
43995,Saturday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3875,66,251,68,2.64,104,22,577,841,,1440
43996,Sunday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3525,67,241,73,2.4,94,14,537,889,,1440
43997,Monday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3759,66,248,83,2.56,101,18,538,884,,1440
43998,Tuesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3260,66,234,65,2.22,87,11,569,860,,1440
43999,Wednesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,5831,67,306,73,3.98,157,38,667,735,,1440
44000,Thursday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3307,67,235,82,2.25,87,14,563,863,,1440
44001,Friday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,5083,67,285,73,3.46,134,30,601,809,,1440
44002,Saturday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,3669,67,245,83,2.49,95,18,585,837,,1440
44003,Sunday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4495,67,269,75,3.06,117,26,568,846,,1440
44004,Monday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4139,67,258,85,2.82,107,26,550,854,,1430
44005,Tuesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4094,67,257,84,2.78,106,26,643,777,,1446
44006,Wednesday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4513,67,269,79,3.07,115,21,630,789,,1440
44007,Thursday,3,3,Jimmy,Domestic Short Hair,2,M,0,1,,4191,67,260,75,2.85,107,23,613,798,,1434
44175,Thursday,4,4,Buddha,Unknown,3,M,3,1,,4181,64,285,60,2.93,108,4,640,796,,1440
44176,Friday,4,4,Buddha,Unknown,3,M,3,1,,4242,64,287,55,2.98,109,5,644,791,,1440
44177,Saturday,4,4,Buddha,Unknown,3,M,3,1,,3869,64,276,35,2.7,98,6,694,740,,1440
44178,Sunday,4,4,Buddha,Unknown,3,M,3,1,,4375,64,291,48,3.07,109,0,755,685,,1440
44179,Monday,4,4,Buddha,Unknown,3,M,3,1,,4023,64,280,44,2.82,100,3,685,752,,1440
44180,Tuesday,4,4,Buddha,Unknown,3,M,3,1,,4063,64,282,40,2.85,100,6,665,769,,1440
44181,Wednesday,4,4,Buddha,Unknown,3,M,3,1,,4116,64,283,59,2.88,101,6,678,756,,1440
44182,Thursday,4,4,Buddha,Unknown,3,M,3,1,,4086,64,282,61,2.86,99,8,663,769,,1440
44183,Friday,4,4,Buddha,Unknown,3,M,3,1,,4742,64,303,50,3.32,114,6,663,771,,1440
44184,Saturday,4,4,Buddha,Unknown,3,M,3,1,,5308,64,320,66,3.72,125,6,703,731,,1440
44185,Sunday,4,4,Buddha,Unknown,3,M,3,1,,4780,64,304,59,3.35,111,10,652,778,,1440
44186,Monday,4,4,Buddha,Unknown,3,M,3,1,,4453,64,294,63,3.12,103,4,629,807,,1440
44187,Tuesday,4,4,Buddha,Unknown,3,M,3,1,,4484,64,295,28,3.14,103,8,665,767,,1440
44188,Wednesday,4,4,Buddha,Unknown,3,M,3,1,,5525,64,327,43,3.88,126,8,715,717,,1440
44189,Thursday,4,4,Buddha,Unknown,3,M,3,1,,4834,64,306,52,3.38,108,6,730,704,,1440
44190,Friday,4,4,Buddha,Unknown,3,M,3,1,,5996,64,342,35,4.2,134,10,774,656,,1440
44191,Saturday,4,4,Buddha,Unknown,3,M,3,1,,4339,64,290,44,3.04,96,5,758,677,,1440
44192,Sunday,4,4,Buddha,Unknown,3,M,3,1,,4375,63,291,41,3.07,96,6,694,740,,1440
44193,Monday,4,4,Buddha,Unknown,3,M,3,1,,4762,64,303,51,3.33,105,6,706,728,,1440
44194,Tuesday,4,4,Buddha,Unknown,3,M,3,1,,4401,64,292,59,3.09,96,10,616,814,,1440
44195,Wednesday,4,4,Buddha,Unknown,3,M,3,1,,4511,64,296,45,3.15,98,5,723,712,,1440
44196,Thursday,4,4,Buddha,Unknown,3,M,3,1,,5732,64,334,46,4.02,125,8,813,619,,1440
44197,Friday,4,4,Buddha,Unknown,3,M,3,1,,4574,64,298,47,3.2,100,3,746,691,,1440
44198,Saturday,4,4,Buddha,Unknown,3,M,3,1,,4702,64,302,43,3.3,102,2,749,689,,1440
44199,Sunday,4,4,Buddha,Unknown,3,M,3,1,,4074,64,282,40,2.85,90,2,746,692,,1440
44200,Monday,4,4,Buddha,Unknown,3,M,3,1,,4389,63,292,49,3.07,97,5,671,764,,1440
44201,Tuesday,4,4,Buddha,Unknown,3,M,3,1,,4996,64,311,57,3.51,110,9,710,721,,1440
44175,Thursday,5,4,Gus,Unknown,1,M,3,1,,4048,70,204,67,2.57,88,9,690,741,,1440
44176,Friday,5,4,Gus,Unknown,1,M,3,1,,4269,68,209,49,2.7,92,14,686,740,,1440
44177,Saturday,5,4,Gus,Unknown,1,M,3,1,,4051,68,204,38,2.57,87,7,760,673,,1440
44178,Sunday,5,4,Gus,Unknown,1,M,3,1,,5129,70,228,30,3.25,111,12,814,614,,1440
44179,Monday,5,4,Gus,Unknown,1,M,3,1,,4069,70,204,46,2.57,88,12,726,702,,1440
44180,Tuesday,5,4,Gus,Unknown,1,M,3,1,,4145,68,206,59,2.62,90,14,696,730,,1440
44181,Wednesday,5,4,Gus,Unknown,1,M,3,1,,5325,70,232,51,3.38,116,8,767,665,,1440
44182,Thursday,5,4,Gus,Unknown,1,M,3,1,,5925,70,246,65,3.77,127,25,745,670,,1440
44183,Friday,5,4,Gus,Unknown,1,M,3,1,,4037,70,203,50,2.56,86,11,685,744,,1440
44184,Saturday,5,4,Gus,Unknown,1,M,3,1,,5363,70,233,72,3.41,114,14,738,688,,1440
44185,Sunday,5,4,Gus,Unknown,1,M,3,1,,4870,70,222,64,3.09,102,9,770,661,,1440
44186,Monday,5,4,Gus,Unknown,1,M,3,1,,4983,70,225,53,3.17,104,19,712,709,,1440
44187,Tuesday,5,4,Gus,Unknown,1,M,3,1,,5033,70,226,34,3.19,105,15,712,713,,1440
44188,Wednesday,5,4,Gus,Unknown,1,M,3,1,,5412,71,234,30,3.43,112,20,742,678,,1440
44189,Thursday,5,4,Gus,Unknown,1,M,3,1,,4283,71,209,59,2.72,88,6,720,714,,1440
44190,Friday,5,4,Gus,Unknown,1,M,3,1,,5698,71,241,60,3.62,117,19,778,643,,1440
44191,Saturday,5,4,Gus,Unknown,1,M,3,1,,5566,71,238,65,3.54,113,14,802,624,,1440
44192,Sunday,5,4,Gus,Unknown,1,M,3,1,,5457,71,235,51,3.46,110,18,707,715,,1440
44193,Monday,5,4,Gus,Unknown,1,M,3,1,,4767,71,220,49,3.03,96,13,726,701,,1440
44194,Tuesday,5,4,Gus,Unknown,1,M,3,1,,5041,71,226,25,3.2,100,21,669,750,,1440
44195,Wednesday,5,4,Gus,Unknown,1,M,3,1,,4780,70,220,35,3.04,95,16,708,716,,1440
44196,Thursday,5,4,Gus,Unknown,1,M,3,1,,5985,71,247,28,3.8,120,17,830,593,,1440
44197,Friday,5,4,Gus,Unknown,1,M,3,1,,5196,71,229,50,3.3,104,7,791,642,,1440
44198,Saturday,5,4,Gus,Unknown,1,M,3,1,,4685,71,218,53,2.98,94,6,764,670,,1440
44199,Sunday,5,4,Gus,Unknown,1,M,3,1,,5587,71,238,60,3.54,113,15,734,691,,1440
44200,Monday,5,4,Gus,Unknown,1,M,3,1,,5811,71,243,48,3.69,117,15,767,658,,1440
44201,Tuesday,5,4,Gus,Unknown,1,M,3,1,,4708,71,218,60,2.99,94,13,691,736,,1440
44146,Wednesday,6,4,Humpty,Unknown,2,F,3,1,,4541,68,227,39,2.93,113,13,795,632,,1440
44147,Thursday,6,4,Humpty,Unknown,2,F,3,1,,3731,68,208,82,2.41,92,11,649,780,,1440
44148,Friday,6,4,Humpty,Unknown,2,F,3,1,,4677,68,230,66,3.03,116,16,691,733,,1440
44149,Saturday,6,4,Humpty,Unknown,2,F,3,1,,4271,68,221,78,2.75,105,13,773,654,,1440
44150,Sunday,6,4,Humpty,Unknown,2,F,3,1,,3071,67,192,63,1.98,76,3,700,737,,1440
44151,Monday,6,4,Humpty,Unknown,2,F,3,1,,2716,64,184,61,1.75,68,4,635,801,,1440
44152,Tuesday,6,4,Humpty,Unknown,2,F,3,1,,3331,64,198,70,2.16,84,2,690,748,,1440
44153,Wednesday,6,4,Humpty,Unknown,2,F,3,1,,3249,65,196,78,2.09,82,7,670,760,,1437
44154,Thursday,6,4,Humpty,Unknown,2,F,3,1,,3835,66,210,70,2.48,98,2,749,689,,1440
44155,Friday,6,4,Humpty,Unknown,2,F,3,1,,4089,68,216,36,2.64,104,10,767,663,,1440
44156,Saturday,6,4,Humpty,Unknown,2,F,3,1,,4003,68,214,59,2.59,102,3,771,666,,1440
44157,Sunday,6,4,Humpty,Unknown,2,F,3,1,,4260,68,220,64,2.75,108,6,831,603,,1440
44158,Monday,6,4,Humpty,Unknown,2,F,3,1,,3662,68,206,57,2.37,92,8,684,748,,1440
44159,Tuesday,6,4,Humpty,Unknown,2,F,3,1,,3320,66,198,71,2.14,84,2,754,684,,1440
44160,Wednesday,6,4,Humpty,Unknown,2,F,3,1,,3275,66,197,66,2.11,84,3,753,684,,1440
44161,Thursday,6,4,Humpty,Unknown,2,F,3,1,,3421,66,200,60,2.2,89,7,776,657,,1440
44162,Friday,6,4,Humpty,Unknown,2,F,3,1,,2780,65,185,68,1.8,72,3,630,807,,1440
44163,Saturday,6,4,Humpty,Unknown,2,F,3,1,,3996,66,214,65,2.57,105,7,712,721,,1440
44164,Sunday,6,4,Humpty,Unknown,2,F,3,1,,3803,68,209,58,2.46,99,6,725,709,,1440
44165,Monday,6,4,Humpty,Unknown,2,F,3,1,,4925,68,236,33,3.19,131,12,776,652,,1440
44166,Tuesday,6,4,Humpty,Unknown,2,F,3,1,,5035,68,239,43,3.25,133,17,735,688,,1440
44167,Wednesday,6,4,Humpty,Unknown,2,F,3,1,,5514,68,250,65,3.56,144,17,788,635,,1440
44168,Thursday,6,4,Humpty,Unknown,2,F,3,1,,4382,68,223,62,2.83,113,9,754,677,,1440
44169,Friday,6,4,Humpty,Unknown,2,F,3,1,,3407,68,200,56,2.2,87,3,678,759,,1440
44170,Saturday,6,4,Humpty,Unknown,2,F,3,1,,3613,66,205,38,2.33,92,5,687,748,,1440
44171,Sunday,6,4,Humpty,Unknown,2,F,3,1,,4194,68,219,73,2.7,108,10,678,752,,1440
44172,Monday,6,4,Humpty,Unknown,2,F,3,1,,4917,68,236,68,3.17,126,14,676,750,,1440
44175,Thursday,7,4,Poca,Unknown,3,M,3,1,,3439,64,222,71,2.29,84,5,547,888,,1440
44176,Friday,7,4,Poca,Unknown,3,M,3,1,,4786,66,257,57,3.19,116,23,597,820,,1440
44177,Saturday,7,4,Poca,Unknown,3,M,3,1,,1953,65,183,52,1.3,47,4,344,1092,,1440
44178,Sunday,7,4,Poca,Unknown,3,M,3,1,,2427,62,195,100,1.61,59,5,389,1046,,1440
44179,Monday,7,4,Poca,Unknown,3,M,3,1,,4556,64,251,51,3.03,113,4,741,695,,1440
44180,Tuesday,7,4,Poca,Unknown,3,M,3,1,,5424,66,274,30,3.6,134,17,736,687,,1440
44181,Wednesday,7,4,Poca,Unknown,3,M,3,1,,5213,66,269,55,3.48,127,23,668,749,,1440
44182,Thursday,7,4,Poca,Unknown,3,M,3,1,,5278,66,270,60,3.51,127,25,647,768,,1440
44183,Friday,7,4,Poca,Unknown,3,M,3,1,,4242,66,243,61,2.82,100,18,622,800,,1440
44184,Saturday,7,4,Poca,Unknown,3,M,3,1,,4585,66,252,72,3.06,108,26,604,810,,1440
44185,Sunday,7,4,Poca,Unknown,3,M,3,1,,4289,66,244,80,2.85,100,13,652,775,,1440
44186,Monday,7,4,Poca,Unknown,3,M,3,1,,3384,64,220,79,2.25,79,12,601,827,,1440
44187,Tuesday,7,4,Poca,Unknown,3,M,3,1,,3408,62,221,90,2.27,80,9,580,851,,1440
44188,Wednesday,7,4,Poca,Unknown,3,M,3,1,,5219,66,269,47,3.48,122,21,722,697,,1440
44189,Thursday,7,4,Poca,Unknown,3,M,3,1,,4977,66,262,49,3.32,115,18,697,725,,1440
44190,Friday,7,4,Poca,Unknown,3,M,3,1,,4815,66,258,60,3.2,111,21,697,722,,1440
44191,Saturday,7,4,Poca,Unknown,3,M,3,1,,4753,66,256,63,3.17,109,17,729,694,,1440
44192,Sunday,7,4,Poca,Unknown,3,M,3,1,,4562,66,251,47,3.04,104,12,743,685,,1440
44193,Monday,7,4,Poca,Unknown,3,M,3,1,,4928,66,261,65,3.28,111,22,630,788,,1440
44194,Tuesday,7,4,Poca,Unknown,3,M,3,1,,5409,66,274,48,3.6,121,25,699,716,,1440
44195,Wednesday,7,4,Poca,Unknown,3,M,3,1,,4515,66,250,64,3.01,101,17,640,783,,1440
44196,Thursday,7,4,Poca,Unknown,3,M,3,1,,5044,66,264,65,3.36,113,17,735,688,,1440
44197,Friday,7,4,Poca,Unknown,3,M,3,1,,5642,66,280,49,3.75,127,14,737,689,,1440
44198,Saturday,7,4,Poca,Unknown,3,M,3,1,,4770,66,257,57,3.17,107,11,765,664,,1440
44199,Sunday,7,4,Poca,Unknown,3,M,3,1,,6459,66,301,10,4.3,147,14,866,560,,1440
44200,Monday,7,4,Poca,Unknown,3,M,3,1,,6242,55,296,12,4.15,140,29,775,636,,1440
44201,Tuesday,7,4,Poca,Unknown,3,M,3,1,,4523,66,250,58,3.01,99,15,710,715,,1440
44363,Wednesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4369,67,313,76,3.14,108,8,740,692,,1440
44364,Thursday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4642,67,322,56,3.33,112,11,679,750,,1440
44365,Friday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4715,68,325,67,3.38,112,16,670,754,,1440
44366,Saturday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5173,68,340,72,3.7,121,17,714,709,,1440
44367,Sunday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5171,68,340,76,3.7,118,14,712,714,,1440
44368,Monday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4752,68,326,80,3.41,106,11,675,754,,1440
44369,Tuesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4504,68,318,68,3.23,100,12,676,752,,1440
44370,Wednesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5217,68,342,63,3.73,115,10,703,727,,1440
44371,Thursday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5389,68,347,68,3.86,118,16,734,690,,1440
44372,Friday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4675,68,324,73,3.35,101,9,691,740,,1440
44374,Sunday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5505,68,351,72,3.94,120,16,717,707,,1440
44375,Monday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5279,68,344,74,3.78,113,8,719,713,,1440
44376,Tuesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5329,68,345,71,3.81,113,24,718,698,,1440
44377,Wednesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,3590,67,287,80,2.57,76,8,619,813,,1440
44378,Thursday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4566,66,320,59,3.27,98,12,717,711,,1440
44379,Friday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5788,68,361,72,4.15,124,22,750,668,,1440
44380,Saturday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4911,68,331,75,3.52,104,15,705,720,,1440
44381,Sunday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4274,67,310,68,3.06,91,3,668,769,,1440
44382,Monday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5542,68,352,64,3.98,118,21,725,694,,1440
44383,Tuesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4070,68,303,71,2.91,86,12,634,794,,1440
44384,Wednesday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4682,67,324,78,3.35,99,18,636,786,,1440
44385,Thursday,8,5,Amari,Domestic Long Hair,2,F,1,0,,6691,68,391,70,4.8,142,29,731,680,,1440
44386,Friday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4612,,321,76,3.3,96,15,678,747,,1440
44387,Saturday,8,5,Amari,Domestic Long Hair,2,F,1,0,,5855,68,363,67,4.2,123,13,749,678,,1440
44388,Sunday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4620,68,322,75,3.32,96,7,678,755,,1440
44389,Monday,8,5,Amari,Domestic Long Hair,2,F,1,0,,4049,66,303,57,2.9,84,6,669,765,,1440
44074,Monday,9,6,Asha,Oriental,3,F,2,1,,5177,,279,65,3.98,106,12,633,795,,1440
44075,Tuesday,9,6,Asha,Oriental,3,F,2,1,,5196,72,261,71,3.43,105,18,639,783,,1440
44076,Wednesday,9,6,Asha,Oriental,3,F,2,1,,4928,71,254,67,3.25,98,12,714,714,,1440
44077,Thursday,9,6,Asha,Oriental,3,F,2,1,,4087,69,233,72,2.7,82,14,649,777,,1440
44078,Friday,9,6,Asha,Oriental,3,F,2,1,,4727,69,249,70,3.12,97,14,669,757,,1440
44079,Saturday,9,6,Asha,Oriental,3,F,2,1,,4439,69,242,74,2.93,91,9,656,775,,1440
44080,Sunday,9,6,Asha,Oriental,3,F,2,1,,4767,70,250,72,3.15,99,14,728,698,,1440
44081,Monday,9,6,Asha,Oriental,3,F,2,1,,4970,71,255,56,3.28,103,3,793,644,,1440
44082,Tuesday,9,6,Asha,Oriental,3,F,2,1,,4824,70,252,69,3.2,100,9,697,734,,1440
44083,Wednesday,9,6,Asha,Oriental,3,F,2,1,,4933,70,254,74,3.25,102,18,684,738,,1440
44084,Thursday,9,6,Asha,Oriental,3,F,2,1,,5786,71,276,70,3.81,120,21,722,697,,1440
44086,Saturday,9,6,Asha,Oriental,3,F,2,1,,4334,67,239,65,2.86,90,3,718,719,,1440
44087,Sunday,9,6,Asha,Oriental,3,F,2,1,,4696,69,248,73,3.11,98,10,717,713,,1440
44088,Monday,9,6,Asha,Oriental,3,F,2,1,,5313,71,264,70,3.51,111,21,655,764,,1440
44089,Tuesday,9,6,Asha,Oriental,3,F,2,1,,3969,70,230,73,2.62,82,7,656,777,,1440
44090,Wednesday,9,6,Asha,Oriental,3,F,2,1,,4635,69,247,73,3.06,97,6,749,685,,1440
44091,Thursday,9,6,Asha,Oriental,3,F,2,1,,4506,70,243,72,2.98,94,5,675,760,,1440
44092,Friday,9,6,Asha,Oriental,3,F,2,1,,4333,69,239,72,2.86,91,7,709,724,,1440
44093,Saturday,9,6,Asha,Oriental,3,F,2,1,,5353,71,265,60,3.54,112,12,775,653,,1440
44094,Sunday,9,6,Asha,Oriental,3,F,2,1,,4625,70,246,56,3.06,97,4,778,658,,1440
44095,Monday,9,6,Asha,Oriental,3,F,2,1,,3184,67,209,68,2.11,67,6,557,877,,1440
44096,Tuesday,9,6,Asha,Oriental,3,F,2,1,,3589,65,220,70,2.37,76,4,663,773,,1440
44097,Wednesday,9,6,Asha,Oriental,3,F,2,1,,3300,66,212,76,2.17,71,4,575,861,,1440
44098,Thursday,9,6,Asha,Oriental,3,F,2,1,,3785,66,225,67,2.49,82,5,597,838,,1440
44099,Friday,9,6,Asha,Oriental,3,F,2,1,,4554,68,244,72,3.01,99,10,688,742,,1440
44100,Saturday,9,6,Asha,Oriental,3,F,2,1,,4749,70,249,55,3.14,104,15,664,761,,1440
44074,Monday,10,6,Bunte,Oriental,5,F,2,1,,10920,87,416,69,7.26,152,120,686,634,,1440
44075,Tuesday,10,6,Bunte,Oriental,5,F,2,1,,10205,87,397,70,6.77,125,104,695,641,,1440
44076,Wednesday,10,6,Bunte,Oriental,5,F,2,1,,11217,88,424,63,7.45,131,76,791,573,,1440
44077,Thursday,10,6,Bunte,Oriental,5,F,2,1,,9494,87,379,79,6.31,105,85,681,674,,1440
44078,Friday,10,6,Bunte,Oriental,5,F,2,1,,9398,87,376,67,6.24,103,64,752,624,,1440
44079,Saturday,10,6,Bunte,Oriental,5,F,2,1,,6823,84,309,81,4.54,75,22,709,709,,1440
44080,Sunday,10,6,Bunte,Oriental,5,F,2,1,,9960,84,391,55,6.61,112,57,773,610,,1440
44081,Monday,10,6,Bunte,Oriental,5,F,2,1,,10603,87,408,78,7.05,118,42,847,551,,1440
