Date,Day,Cat.Id,Household.Id,Name,Breed,Age,Sex,Other.Cats,Desexed,Microchipped,Overall.Bark.points,Health.Index,Calories,Sleep.score,kms,Activity.Index,Play,Active,Rest,Notes,Activity.Total
44167,Wednesday,22,14,Prince,Domestic Short Hair,3,M,2,1,,3690,66,333,70,2.75,132,18,643,779,,1440
44168,Thursday,22,14,Prince,Domestic Short Hair,3,M,2,1,,3139,66,312,71,2.35,111,5,669,766,,1440
44169,Friday,22,14,Prince,Domestic Short Hair,3,M,2,1,,1758,64,259,75,1.32,62,1,581,858,,1440
44170,Saturday,22,14,Prince,Domestic Short Hair,3,M,2,1,,2861,63,301,77,2.14,103,16,584,840,,1440
44171,Sunday,22,14,Prince,Domestic Short Hair,3,M,2,1,,3892,66,341,77,2.91,141,22,677,741,,1440
44172,Monday,22,14,Prince,Domestic Short Hair,3,M,2,1,,2830,66,300,69,2.11,103,14,591,835,,1440
44173,Tuesday,22,14,Prince,Domestic Short Hair,3,M,2,1,,3342,,320,69,2.49,122,8,698,734,,1440
44174,Wednesday,22,14,Prince,Domestic Short Hair,3,M,2,1,,4340,66,358,63,3.25,158,25,713,702,,1440
44175,Thursday,22,14,Prince,Domestic Short Hair,3,M,2,1,,2872,66,302,77,2.14,103,11,586,843,,1440
44176,Friday,22,14,Prince,Domestic Short Hair,3,M,2,1,,2367,,282,75,1.77,84,6,636,798,,1440
43946,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4415,73,215,67,2.82,85,6,733,701,,1440
43947,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,6548,73,263,28,4.17,130,19,851,570,,1440
43948,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5321,74,235,49,3.39,101,14,702,724,,1440
43949,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5705,73,244,41,3.64,108,23,738,679,,1440
43950,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4858,72,225,71,3.09,91,17,648,745,,1410
43951,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4702,70,221,82,2.99,89,14,572,854,,1440
43952,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5278,71,234,71,3.36,101,15,719,706,,1440
43953,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,3535,69,195,73,2.25,67,8,606,826,,1440
43954,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4138,67,208,75,2.64,75,5,739,696,,1440
43955,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4785,69,223,67,3.04,95,26,698,716,,1440
43956,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5866,72,248,37,3.73,117,18,820,602,,1440
43957,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5920,72,249,26,3.77,117,14,847,579,,1440
43958,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4212,71,210,46,2.69,82,5,689,716,,1410
43959,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5194,70,232,50,3.31,102,22,803,615,,1440
43960,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5104,71,230,78,3.25,100,19,675,746,,1440
43961,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5205,71,233,65,3.31,102,12,869,559,,1440
43962,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4931,71,226,43,3.14,97,18,730,692,,1440
43963,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5929,72,249,82,3.78,117,21,808,611,,1440
43964,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5877,72,248,70,3.75,115,30,783,627,,1440
43965,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5834,72,247,78,3.72,113,20,878,542,,1440
43966,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5062,72,229,80,3.22,97,25,738,677,,1440
43967,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4506,70,217,82,2.86,87,10,780,650,,1440
43968,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5116,70,231,80,3.27,99,17,779,644,,1440
43969,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4456,70,216,77,2.83,86,7,717,716,,1440
43970,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5425,71,238,80,3.46,106,15,728,697,,1440
43971,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5500,72,239,61,3.51,107,22,649,769,,1440
43972,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5560,72,241,65,3.54,108,11,783,646,,1440
43973,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5442,72,238,73,3.46,105,21,719,700,,1440
43974,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5147,71,232,65,3.3,97,9,769,662,,1440
43975,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4872,71,225,77,3.11,93,17,708,715,,1440
43976,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4857,70,225,86,3.09,93,26,668,746,,1440
43977,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,6099,71,253,85,3.88,118,22,832,586,,1440
43978,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,3954,71,204,76,2.53,76,11,626,803,,1440
43979,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5148,69,231,81,3.28,100,19,685,736,,1440
43980,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4183,70,209,80,2.67,81,15,672,753,,1440
43981,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5686,71,244,69,3.62,112,20,760,660,,1440
43982,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5313,71,235,67,3.38,104,17,667,756,,1440
43983,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5919,71,249,78,3.77,116,21,692,727,,1440
43984,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4952,71,227,84,3.15,96,19,666,755,,1440
43985,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5469,72,239,84,3.49,105,25,700,715,,1440
43986,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5811,72,246,82,3.7,111,32,719,689,,1440
43987,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4396,71,214,80,2.8,83,21,606,813,,1440
43988,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5616,71,242,87,3.57,108,26,723,691,,1440
43989,Sunday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4254,71,211,77,2.7,82,12,663,765,,1440
43990,Monday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4373,69,214,81,2.78,84,18,635,787,,1440
43991,Tuesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5547,71,240,83,3.54,107,33,710,697,,1440
43992,Wednesday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,5641,71,243,79,3.59,108,19,762,659,,1440
43993,Thursday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,2956,68,181,86,1.88,56,15,454,971,,1440
43994,Friday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,236,64,119,83,0.14,4,0,105,1335,,1440
43995,Saturday,23,15,Khajiit,Domestic Short Hair,2,F,4,1,,4280,64,212,98,2.72,83,24,441,975,,1440
43946,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,3832,71,295,72,2.75,104,5,657,778,,1440
43947,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4703,68,324,48,3.36,126,7,773,660,,1440
43948,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5310,71,345,31,3.8,136,21,735,684,,1440
43949,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5407,71,348,23,3.88,132,12,686,742,,1440
43950,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4888,71,331,85,3.51,115,18,630,792,,1440
43951,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4137,69,306,78,2.96,95,7,619,814,,1440
43952,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5137,70,339,69,3.68,119,7,737,696,,1440
43953,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4115,70,305,74,2.94,94,13,685,742,,1440
43954,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4585,69,321,66,3.28,105,8,783,649,,1440
43955,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5241,71,342,65,3.75,119,16,762,662,,1440
43956,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4461,71,316,43,3.2,100,9,721,710,,1440
43957,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,6778,71,394,24,4.86,152,12,763,665,,1440
43958,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5690,71,357,39,4.07,124,10,797,633,,1440
43959,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4123,71,305,53,2.96,88,8,706,726,,1440
43960,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4189,68,307,66,3.01,90,13,720,707,,1440
43961,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4932,69,332,37,3.54,107,5,782,653,,1440
43962,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,6602,71,388,23,4.73,143,15,859,566,,1440
43963,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4060,71,303,77,2.91,86,8,686,746,,1440
43964,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,6526,71,385,73,4.68,139,23,815,602,,1440
43965,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,3563,71,286,75,2.56,74,8,576,856,,1440
43966,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5117,69,338,83,3.67,108,14,733,693,,1440
43967,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4779,71,327,73,3.43,101,12,718,710,,1440
43968,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4419,69,315,85,3.17,93,17,704,719,,1440
43969,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4525,69,319,78,3.25,95,8,729,703,,1440
43970,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4697,70,324,83,3.36,99,12,724,704,,1440
43971,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4794,70,327,68,3.43,101,15,706,719,,1440
43972,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4193,69,307,70,3.01,89,4,687,749,,1440
43973,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5094,70,338,67,3.65,108,10,759,671,,1440
43974,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4629,71,322,76,3.31,95,11,807,622,,1440
43975,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4707,70,325,80,3.38,96,11,753,676,,1440
43976,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4450,69,316,67,3.19,91,13,690,737,,1440
43977,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5017,70,335,75,3.59,103,17,760,663,,1440
43978,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4727,70,325,78,3.38,97,11,760,669,,1440
43979,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4441,70,316,70,3.19,91,16,696,728,,1440
43980,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4611,69,321,82,3.3,95,7,758,675,,1440
43981,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5022,70,335,71,3.6,104,13,771,656,,1440
43982,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5556,70,353,63,3.97,115,13,797,630,,1440
43983,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4225,70,308,85,3.02,86,13,592,835,,1440
43984,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4539,69,319,86,3.25,93,12,709,719,,1440
43985,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4899,70,331,81,3.51,101,13,690,737,,1440
43986,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5626,70,355,76,4.04,115,18,776,646,,1440
43987,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4020,70,302,83,2.88,82,13,623,804,,1440
43988,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4691,69,324,80,3.36,96,9,764,666,,1439
43989,Sunday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5029,70,335,75,3.6,105,18,751,671,,1440
43990,Monday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4106,70,304,50,2.94,86,15,643,782,,1440
43991,Tuesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,3764,67,293,88,2.7,78,17,623,800,,1440
43992,Wednesday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5341,70,346,83,3.83,112,23,717,700,,1440
43993,Thursday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,3472,69,283,81,2.49,72,12,638,790,,1440
43994,Friday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,4875,68,330,85,3.49,104,20,715,705,,1440
43995,Saturday,24,15,Rakali,Domestic Short Hair,2,F,4,1,,5455,70,350,79,3.91,116,21,763,656,,1440
44227,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3350,,49,74,1.4,117,9,585,846,,1440
44228,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2911,67,46,73,1.22,96,4,592,844,,1440
44229,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2800,66,46,84,1.17,93,4,539,897,,1440
44230,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3129,66,48,74,1.32,105,3,601,836,,1440
44231,Thursday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2538,66,44,71,1.06,84,1,569,870,,1440
44232,Friday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2906,65,46,70,1.22,99,2,578,860,,1440
44233,Saturday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3098,67,47,64,1.3,106,3,595,842,,1440
44234,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3427,67,49,70,1.43,116,7,632,801,,1440
44235,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2376,66,43,74,1,79,0,564,876,,1440
44236,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2971,65,47,49,1.26,101,2,625,803,,1430
44237,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3322,67,49,59,1.4,113,5,642,793,,1440
44238,Thursday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3571,67,50,75,1.5,120,2,607,831,,1440
44239,Friday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2463,67,44,70,1.03,81,2,568,870,,1440
44240,Saturday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2814,65,46,68,1.17,94,5,563,862,,1430
44241,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,4036,67,53,59,1.69,136,2,614,824,,1440
44242,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3252,67,48,70,1.37,107,5,595,840,,1440
44243,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2564,66,44,82,1.08,84,3,559,878,,1440
44244,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2392,64,43,68,1,79,0,558,882,,1440
44245,Thursday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3650,67,51,75,1.53,122,15,551,874,,1440
44246,Friday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2347,67,43,79,0.98,77,1,536,903,,1440
44247,Saturday,25,16,Mia,Domestic Short Hair,4,F,1,1,,1929,62,41,77,0.08,64,2,517,921,,1440
44248,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2362,62,43,78,1,80,2,511,927,,1440
44249,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2412,64,43,75,1.01,82,0,541,899,,1440
44250,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2502,64,44,65,1.05,86,3,528,909,,1440
44251,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2866,65,46,74,1.21,99,6,542,892,,1440
44252,Thursday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2457,65,44,63,1.03,85,0,562,878,,1440
44253,Friday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3072,65,47,57,1.29,107,1,584,855,,1440
44254,Saturday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2597,66,44,75,1.09,90,2,577,861,,1440
44255,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2731,65,45,68,1.14,95,4,556,880,,1440
44256,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2884,66,46,66,1.21,100,5,580,855,,1440
44257,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2474,65,44,78,1.05,86,3,525,912,,1440
44258,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2725,65,45,60,1.14,95,2,555,883,,1440
44259,Thursday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3565,66,50,69,1.5,126,6,642,792,,1440
44260,Friday,25,16,Mia,Domestic Short Hair,4,F,1,1,,3169,66,48,65,1.34,111,2,601,837,,1440
44261,Saturday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2836,66,46,71,1.19,99,3,584,853,,1440
44262,Sunday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2441,65,44,73,1.03,85,4,541,895,,1440
44263,Monday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2755,65,45,71,1.16,96,2,595,843,,1440
44264,Tuesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2219,64,42,83,0.93,78,2,512,926,,1440
44265,Wednesday,25,16,Mia,Domestic Short Hair,4,F,1,1,,2406,63,43,77,1.01,85,3,573,864,,1440
44124,Tuesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3467,68,239,85,2.37,90,6,535,899,,1440
44125,Wednesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4550,68,270,81,3.09,120,25,573,842,,1440
44126,Thursday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4262,68,262,83,2.9,110,19,534,887,,1440
44127,Friday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4671,68,274,80,3.19,120,21,555,864,,1440
44128,Saturday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3543,68,242,78,2.41,90,16,500,924,,1440
44129,Sunday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5853,69,307,75,3.99,149,37,621,782,,1440
44130,Monday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3782,69,248,78,2.57,94,13,606,821,,1440
44131,Tuesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3729,67,247,78,2.54,93,14,547,879,,1440
44132,Wednesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4372,68,265,53,2.98,109,11,621,808,,1440
44133,Thursday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5378,69,294,63,3.67,134,20,647,773,,1440
44134,Friday,26,17,Banff,Scottish Shorthair,4,F,1,1,,6364,69,321,59,4.33,156,33,676,731,,1440
44135,Saturday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5259,69,290,78,3.57,125,17,640,783,,1440
44136,Sunday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5397,69,294,75,3.67,127,21,656,763,,1440
44137,Monday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4608,69,272,73,3.14,107,13,595,832,,1440
44138,Tuesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4757,69,276,78,3.23,110,19,559,862,,1440
44139,Wednesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4425,69,267,72,3.01,102,20,530,890,,1440
44140,Thursday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5605,69,300,68,3.81,130,17,628,795,,1440
44141,Friday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4318,69,264,55,2.94,99,16,526,898,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44142,Saturday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3570,68,242,68,2.43,81,12,494,934,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44143,Sunday,26,17,Banff,Scottish Shorthair,4,F,1,1,,2903,65,224,69,1.98,67,10,494,936,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44144,Monday,26,17,Banff,Scottish Shorthair,4,F,1,1,,3811,65,249,69,2.59,88,10,546,884,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44145,Tuesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,8301,69,376,57,5.65,189,48,803,589,,1440
44146,Wednesday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4753,69,276,78,3.23,106,9,621,810,,1440
44147,Thursday,26,17,Banff,Scottish Shorthair,4,F,1,1,,5237,69,290,74,3.57,117,23,590,827,,1440
44148,Friday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4812,70,278,70,3.28,107,19,591,830,,1440
44149,Saturday,26,17,Banff,Scottish Shorthair,4,F,1,1,,2703,67,218,75,1.83,59,7,471,962,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44150,Sunday,26,17,Banff,Scottish Shorthair,4,F,1,1,,4116,66,258,49,2.8,91,11,544,885,My husband and I were away. Cats home alone with someone feeding them once per day,1440
44078,Friday,27,18,Honey,Norwegian Forest,,F,15,0,,6322,72,434,80,4.73,97,45,579,816,,1440
44079,Saturday,27,18,Honey,Norwegian Forest,,F,15,0,,8159,72,504,65,6.1,126,64,649,727,,1440
44080,Sunday,27,18,Honey,Norwegian Forest,,F,15,0,,6293,72,433,66,4.7,93,53,641,746,,1440
44081,Monday,27,18,Honey,Norwegian Forest,,F,15,0,,6119,70,426,47,4.57,91,44,651,745,,1440
44082,Tuesday,27,18,Honey,Norwegian Forest,,F,15,0,,305,68,203,99,0.23,5,4,18,1418,Got her collar off!,1440
44083,Wednesday,27,18,Honey,Norwegian Forest,,F,15,0,,942,67,228,65,0.71,14,11,58,1371,Got her collar off!,1440
44084,Thursday,27,18,Honey,Norwegian Forest,,F,15,0,,4722,66,373,96,3.52,79,28,466,946,,1440
44085,Friday,27,18,Honey,Norwegian Forest,,F,15,0,,7779,71,490,43,5.81,133,63,708,669,,1440
44086,Saturday,27,18,Honey,Norwegian Forest,,F,15,0,,5582,72,406,95,4.17,92,40,437,963,,1440
44087,Sunday,27,18,Honey,Norwegian Forest,,F,15,0,,7823,72,492,18,5.84,130,53,729,658,,1440
44088,Monday,27,18,Honey,Norwegian Forest,,F,15,0,,8179,70,505,60,6.12,133,59,721,660,,1440
44089,Tuesday,27,18,Honey,Norwegian Forest,,F,15,0,,8154,72,504,33,6.1,130,58,706,676,,1440
44090,Wednesday,27,18,Honey,Norwegian Forest,,F,15,0,,6931,72,457,66,5.18,108,43,634,763,,1440
44091,Thursday,27,18,Honey,Norwegian Forest,,F,15,0,,4893,69,379,82,3.65,76,26,622,792,,1440
44092,Friday,27,18,Honey,Norwegian Forest,,F,15,0,,5833,68,415,63,4.36,92,42,652,746,,1440
44093,Saturday,27,18,Honey,Norwegian Forest,,F,15,0,,6483,70,440,54,4.84,103,37,779,624,,1440
44094,Sunday,27,18,Honey,Norwegian Forest,,F,15,0,,5095,69,387,80,3.81,80,33,630,777,,1440
44095,Monday,27,18,Honey,Norwegian Forest,,F,15,0,,5181,68,390,83,3.88,83,21,762,657,,1440
44096,Tuesday,27,18,Honey,Norwegian Forest,,F,15,0,,4290,66,356,63,3.2,69,23,586,831,,1440
44097,Wednesday,27,18,Honey,Norwegian Forest,,F,15,0,,4448,65,362,53,3.33,73,18,692,730,,1440
44098,Thursday,27,18,Honey,Norwegian Forest,,F,15,0,,4781,66,375,67,3.57,79,22,645,773,,1440
44099,Friday,27,18,Honey,Norwegian Forest,,F,15,0,,5127,67,388,70,3.83,85,24,607,809,,1440
44100,Saturday,27,18,Honey,Norwegian Forest,,F,15,0,,5316,68,395,65,3.98,89,24,671,745,,1440
44101,Sunday,27,18,Honey,Norwegian Forest,,F,15,0,,5854,69,416,65,4.38,98,30,674,736,,1440
44102,Monday,27,18,Honey,Norwegian Forest,,F,15,0,,4733,68,373,80,3.54,80,21,624,795,,1440
44103,Tuesday,27,18,Honey,Norwegian Forest,,F,15,0,,5153,67,389,59,3.85,87,18,731,691,,1440
44104,Wednesday,27,18,Honey,Norwegian Forest,,F,15,0,,4589,67,368,60,3.43,78,22,680,738,,1440
44078,Friday,29,18,Kaddan,Maine Coon,,M,15,1,,5791,69,464,87,4.49,101,18,781,641,,1440
44079,Saturday,29,18,Kaddan,Maine Coon,,M,15,1,,6405,70,491,82,4.96,112,31,825,584,,1440
44080,Sunday,29,18,Kaddan,Maine Coon,,M,15,1,,5714,70,461,80,4.43,98,8,864,568,,1440
44081,Monday,29,18,Kaddan,Maine Coon,,M,15,1,,5491,69,451,86,4.25,94,18,818,604,,1440
44083,Wednesday,29,18,Kaddan,Maine Coon,,M,15,1,,3888,66,383,80,3.01,68,9,696,735,,1440
44084,Thursday,29,18,Kaddan,Maine Coon,,M,15,1,,6219,68,483,77,4.81,112,10,876,554,,1440
44085,Friday,29,18,Kaddan,Maine Coon,,M,15,1,,5152,69,437,82,3.99,92,4,843,593,,1440
44086,Saturday,29,18,Kaddan,Maine Coon,,M,15,1,,4660,67,416,85,3.6,84,7,785,648,,1440
44087,Sunday,29,18,Kaddan,Maine Coon,,M,15,1,,4657,67,416,78,3.6,85,11,785,644,,1440
44089,Tuesday,29,18,Kaddan,Maine Coon,,M,15,1,,5105,67,435,83,3.96,95,12,840,588,,1440
44090,Wednesday,29,18,Kaddan,Maine Coon,,M,15,1,,5351,68,445,68,4.14,100,15,811,614,,1440
44091,Thursday,29,18,Kaddan,Maine Coon,,M,15,1,,4496,68,409,81,3.48,84,6,755,679,,1440
44092,Friday,29,18,Kaddan,Maine Coon,,M,15,1,,3966,65,386,89,3.07,75,4,714,722,,1440
44093,Saturday,29,18,Kaddan,Maine Coon,,M,15,1,,5070,66,433,73,3.93,97,5,823,612,,1440
44094,Sunday,29,18,Kaddan,Maine Coon,,M,15,1,,4806,68,422,85,3.72,92,6,799,635,,1440
44095,Monday,29,18,Kaddan,Maine Coon,,M,15,1,,3799,66,379,85,2.95,73,6,730,704,,1440
44096,Tuesday,29,18,Kaddan,Maine Coon,,M,15,1,,4858,66,424,75,3.77,94,7,798,635,,1440
44097,Wednesday,29,18,Kaddan,Maine Coon,,M,15,1,,4907,68,426,84,3.8,95,7,754,679,,1440
44098,Thursday,29,18,Kaddan,Maine Coon,,M,15,1,,4357,67,403,88,3.38,85,2,791,647,,1440
44099,Friday,29,18,Kaddan,Maine Coon,,M,15,1,,4525,66,410,83,3.51,89,6,786,648,,1440
44100,Saturday,29,18,Kaddan,Maine Coon,,M,15,1,,5124,67,436,75,3.98,101,7,786,647,,1440
44101,Sunday,29,18,Kaddan,Maine Coon,,M,15,1,,4607,68,413,70,3.57,91,11,750,679,,1440
44102,Monday,29,18,Kaddan,Maine Coon,,M,15,1,,5580,68,455,80,4.31,110,12,847,581,,1440
44103,Tuesday,29,18,Kaddan,Maine Coon,,M,15,1,,4221,68,397,88,3.27,83,7,730,703,,1440
44104,Wednesday,29,18,Kaddan,Maine Coon,,M,15,1,,4334,66,402,74,3.36,86,4,757,679,,1440
